,행정구역,2019년_계_총인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상,2020년_계_총인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_연령구간인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_연령구간인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_연령구간인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_연령구간인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_연령구간인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_연령구간인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_연령구간인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_연령구간인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상,2024년_계_총인구수,2024년_계_0~9세,2024년_계_10~19세,2024년_계_20~29세,2024년_계_30~39세,2024년_계_40~49세,2024년_계_50~59세,2024년_계_60~69세,2024년_계_70~79세,2024년_계_80~89세,2024년_계_90~99세,2024년_계_100세 이상,2024년_남_총인구수,2024년_남_연령구간인구수,2024년_남_0~9세,2024년_남_10~19세,2024년_남_20~29세,2024년_남_30~39세,2024년_남_40~49세,2024년_남_50~59세,2024년_남_60~69세,2024년_남_70~79세,2024년_남_80~89세,2024년_남_90~99세,2024년_남_100세 이상,2024년_여_총인구수,2024년_여_연령구간인구수,2024년_여_0~9세,2024년_여_10~19세,2024년_여_20~29세,2024년_여_30~39세,2024년_여_40~49세,2024년_여_50~59세,2024년_여_60~69세,2024년_여_70~79세,2024년_여_80~89세,2024년_여_90~99세,2024년_여_100세 이상
274,전라남도 완도군 (4689000000),"50,689","3,356","3,798","3,860","4,436","6,360","8,371","8,262","7,572","4,159",493,22,"25,457","25,457","1,732","1,952","2,255","2,439","3,719","4,554","4,111","3,289","1,318",86,2,"25,232","25,232","1,624","1,846","1,605","1,997","2,641","3,817","4,151","4,283","2,841",407,20,"49,916","3,153","3,637","3,777","4,008","6,216","8,081","8,621","7,428","4,410",559,26,"25,099","25,099","1,624","1,877","2,207","2,187","3,626","4,485","4,303","3,284","1,404",99,3,"24,817","24,817","1,529","1,760","1,570","1,821","2,590","3,596","4,318","4,144","3,006",460,23,"48,631","2,887","3,490","3,562","3,611","5,916","7,871","8,737","7,319","4,589",633,16,"24,475","24,475","1,497","1,815","2,096","1,947","3,451","4,432","4,365","3,276","1,470",124,2.0,"24,156","24,156","1,390","1,675","1,466","1,664","2,465","3,439","4,372","4,043","3,119",509,14,"47,597","2,654","3,436","3,316","3,305","5,718","7,696","8,924","7,002","4,855",674,17,"24,017","24,017","1,381","1,804","1,961","1,779","3,337","4,381","4,506","3,139","1,589",139,1.0,"23,580","23,580","1,273","1,632","1,355","1,526","2,381","3,315","4,418","3,863","3,266",535,16,"46,641","2,417","3,352","3,128","3,087","5,542","7,460","9,181","6,870","4,868",718,18,"23,545","23,545","1,268","1,752","1,833","1,677","3,211","4,270","4,648","3,143","1,602",140,1.0,"23,096","23,096","1,149","1,600","1,295","1,410","2,331","3,190","4,533","3,727","3,266",578,17,"45,631","2,179","3,260","2,992","2,889","5,281","7,295","9,215","6,830","4,914",760,16,"23,072","23,072","1,142","1,710","1,735","1,584","3,046","4,217","4,676","3,164","1,639",156,3.0,"22,559","22,559","1,037","1,550","1,257","1,305","2,235","3,078","4,539","3,666","3,275",604,13
275,전라남도 진도군 (4690000000),"30,715","1,808","2,329","2,499","2,367","3,619","5,195","5,021","4,850","2,687",327,13,"15,093","15,093",888,"1,201","1,408","1,302","2,098","2,824","2,526","2,029",750,67,0,"15,622","15,622",920,"1,128","1,091","1,065","1,521","2,371","2,495","2,821","1,937",260,13,"31,227","1,704","2,279","2,700","2,313","3,722","5,109","5,355","4,747","2,913",367,18,"15,429","15,429",809,"1,191","1,553","1,259","2,154","2,823","2,700","2,012",863,65,0,"15,798","15,798",895,"1,088","1,147","1,054","1,568","2,286","2,655","2,735","2,050",302,18,"30,066","1,547","2,153","2,417","2,079","3,398","4,958","5,515","4,519","3,074",397,9,"14,908","14,908",758,"1,087","1,419","1,108","1,975","2,802","2,815","1,954",918,72,0.0,"15,158","15,158",789,"1,066",998,971,"1,423","2,156","2,700","2,565","2,156",325,9,"29,507","1,422","2,043","2,270","1,992","3,317","4,844","5,600","4,337","3,250",421,11,"14,684","14,684",684,"1,039","1,355","1,051","1,936","2,773","2,875","1,935",965,70,1.0,"14,823","14,823",738,"1,004",915,941,"1,381","2,071","2,725","2,402","2,285",351,10,"28,979","1,295","1,993","2,184","1,893","3,127","4,799","5,716","4,272","3,229",457,14,"14,453","14,453",617,"1,022","1,272","1,008","1,827","2,765","2,962","1,950",957,71,2.0,"14,526","14,526",678,971,912,885,"1,300","2,034","2,754","2,322","2,272",386,12,"28,478","1,196","1,972","2,076","1,855","2,942","4,739","5,808","4,211","3,171",497,11,"14,173","14,173",558,"1,014","1,179",966,"1,722","2,727","3,023","1,935",969,78,2.0,"14,305","14,305",638,958,897,889,"1,220","2,012","2,785","2,276","2,202",419,9
276,전라남도 신안군 (4691000000),"40,274","1,733","2,185","3,152","3,051","4,570","7,361","7,448","6,585","3,748",424,17,"21,402","21,402",908,"1,145","1,862","1,907","3,055","4,394","4,068","2,901","1,073",84,5,"18,872","18,872",825,"1,040","1,290","1,144","1,515","2,967","3,380","3,684","2,675",340,12,"38,938","1,560","2,040","2,779","2,682","4,324","7,042","7,641","6,406","3,950",496,18,"20,769","20,769",795,"1,057","1,679","1,710","2,899","4,277","4,208","2,881","1,166",92,5,"18,169","18,169",765,983,"1,100",972,"1,425","2,765","3,433","3,525","2,784",404,13,"38,217","1,412","1,957","2,538","2,469","4,102","6,903","7,970","6,209","4,131",515,11,"20,455","20,455",725,"1,000","1,554","1,549","2,719","4,250","4,410","2,877","1,264",102,5.0,"17,762","17,762",687,957,984,920,"1,383","2,653","3,560","3,332","2,867",413,6,"37,858","1,325","1,921","2,398","2,308","3,997","6,768","8,160","6,054","4,359",550,18,"20,346","20,346",696,988,"1,470","1,411","2,669","4,202","4,562","2,872","1,376",96,4.0,"17,512","17,512",629,933,928,897,"1,328","2,566","3,598","3,182","2,983",454,14,"38,037","1,304","1,935","2,386","2,287","3,941","6,745","8,517","5,990","4,312",602,18,"20,514","20,514",683,988,"1,450","1,411","2,649","4,167","4,819","2,862","1,378",103,4.0,"17,523","17,523",621,947,936,876,"1,292","2,578","3,698","3,128","2,934",499,14,"38,173","1,237","2,054","2,397","2,208","3,874","6,672","8,700","6,102","4,249",664,16,"20,625","20,625",644,"1,039","1,444","1,373","2,560","4,132","4,925","3,012","1,371",122,3.0,"17,548","17,548",593,"1,015",953,835,"1,314","2,540","3,775","3,090","2,878",542,13
278,경상북도 포항시 (4711000000),"507,025","41,886","48,518","58,258","62,180","78,697","91,700","73,780","35,479","14,433","1,995",99,"256,140","256,140","21,707","25,518","33,131","32,601","39,512","45,949","36,337","16,396","4,606",355,28,"250,885","250,885","20,179","23,000","25,127","29,579","39,185","45,751","37,443","19,083","9,827","1,640",71,"502,916","39,673","46,753","56,450","59,577","77,130","90,149","78,580","36,999","15,351","2,142",112,"254,222","254,222","20,600","24,487","32,344","31,496","38,777","45,244","38,526","17,294","5,032",392,30,"248,694","248,694","19,073","22,266","24,106","28,081","38,353","44,905","40,054","19,705","10,319","1,750",82,"503,852","37,303","46,200","56,622","57,588","76,741","89,130","82,934","38,543","16,407","2,324",60,"255,292","255,292","19,334","24,225","32,678","30,755","38,751","44,834","40,569","18,193","5,526",421,6.0,"248,560","248,560","17,969","21,975","23,944","26,833","37,990","44,296","42,365","20,350","10,881","1,903",54,"496,650","34,537","45,994","52,567","55,000","75,512","87,315","84,858","40,748","17,667","2,388",64,"251,630","251,630","17,848","24,127","30,382","29,716","38,186","43,896","41,485","19,432","6,100",446,12.0,"245,020","245,020","16,689","21,867","22,185","25,284","37,326","43,419","43,373","21,316","11,567","1,942",52,"493,033","32,160","45,811","50,035","53,799","73,901","86,723","86,270","43,074","18,642","2,555",63,"250,242","250,242","16,702","23,944","29,184","29,339","37,712","43,485","42,119","20,671","6,586",494,6.0,"242,791","242,791","15,458","21,867","20,851","24,460","36,189","43,238","44,151","22,403","12,056","2,061",57,"491,581","30,342","45,834","47,560","54,156","72,001","86,262","87,040","46,248","19,317","2,763",58,"249,710","249,710","15,740","23,914","27,853","29,886","36,833","43,333","42,224","22,400","6,960",561,6.0,"241,871","241,871","14,602","21,920","19,707","24,270","35,168","42,929","44,816","23,848","12,357","2,202",52
279,경상북도 포항시 남구 (4711100000),"235,633","19,001","22,165","27,510","28,997","36,691","42,744","34,787","16,532","6,313",841,52,"121,261","121,261","9,830","11,697","15,952","15,554","18,932","22,119","17,249","7,797","1,980",135,16,"114,372","114,372","9,171","10,468","11,558","13,443","17,759","20,625","17,538","8,735","4,333",706,36,"230,422","17,468","21,242","26,193","26,979","35,625","41,381","36,601","17,237","6,752",887,57,"118,767","118,767","9,048","11,159","15,466","14,590","18,351","21,495","18,078","8,227","2,193",143,17,"111,655","111,655","8,420","10,083","10,727","12,389","17,274","19,886","18,523","9,010","4,559",744,40,"230,801","16,367","20,936","26,608","25,839","35,548","40,919","38,397","17,988","7,196",976,27,"119,438","119,438","8,458","10,994","15,900","14,115","18,486","21,331","18,951","8,608","2,431",163,1.0,"111,363","111,363","7,909","9,942","10,708","11,724","17,062","19,588","19,446","9,380","4,765",813,26,"227,486","15,024","20,979","24,707","24,722","34,988","40,133","38,973","19,163","7,818",952,27,"117,785","117,785","7,756","11,003","14,863","13,665","18,213","20,926","19,236","9,212","2,743",162,6.0,"109,701","109,701","7,268","9,976","9,844","11,057","16,775","19,207","19,737","9,951","5,075",790,21,"226,278","13,990","20,787","23,786","24,339","34,280","39,930","39,512","20,208","8,368","1,054",24,"117,509","117,509","7,273","10,890","14,479","13,580","17,981","20,803","19,538","9,739","3,041",184,1.0,"108,769","108,769","6,717","9,897","9,307","10,759","16,299","19,127","19,974","10,469","5,327",870,23,"220,613","12,635","20,447","21,842","23,336","32,594","38,980","39,317","21,615","8,684","1,140",23,"114,597","114,597","6,542","10,697","13,328","13,217","17,147","20,414","19,302","10,506","3,225",218,1.0,"106,016","106,016","6,093","9,750","8,514","10,119","15,447","18,566","20,015","11,109","5,459",922,22
280,경상북도 포항시 북구 (4711300000),"271,392","22,885","26,353","30,748","33,183","42,006","48,956","38,993","18,947","8,120","1,154",47,"134,879","134,879","11,877","13,821","17,179","17,047","20,580","23,830","19,088","8,599","2,626",220,12,"136,513","136,513","11,008","12,532","13,569","16,136","21,426","25,126","19,905","10,348","5,494",934,35,"272,494","22,205","25,511","30,257","32,598","41,505","48,768","41,979","19,762","8,599","1,255",55,"135,455","135,455","11,552","13,328","16,878","16,906","20,426","23,749","20,448","9,067","2,839",249,13,"137,039","137,039","10,653","12,183","13,379","15,692","21,079","25,019","21,531","10,695","5,760","1,006",42,"273,051","20,936","25,264","30,014","31,749","41,193","48,211","44,537","20,555","9,211","1,348",33,"135,854","135,854","10,876","13,231","16,778","16,640","20,265","23,503","21,618","9,585","3,095",258,5.0,"137,197","137,197","10,060","12,033","13,236","15,109","20,928","24,708","22,919","10,970","6,116","1,090",28,"269,164","19,513","25,015","27,860","30,278","40,524","47,182","45,885","21,585","9,849","1,436",37,"133,845","133,845","10,092","13,124","15,519","16,051","19,973","22,970","22,249","10,220","3,357",284,6.0,"135,319","135,319","9,421","11,891","12,341","14,227","20,551","24,212","23,636","11,365","6,492","1,152",31,"266,755","18,170","25,024","26,249","29,460","39,621","46,793","46,758","22,866","10,274","1,501",39,"132,733","132,733","9,429","13,054","14,705","15,759","19,731","22,682","22,581","10,932","3,545",310,5.0,"134,022","134,022","8,741","11,970","11,544","13,701","19,890","24,111","24,177","11,934","6,729","1,191",34,"270,968","17,707","25,387","25,718","30,820","39,407","47,282","47,723","24,633","10,633","1,623",35,"135,113","135,113","9,198","13,217","14,525","16,669","19,686","22,919","22,922","11,894","3,735",343,5.0,"135,855","135,855","8,509","12,170","11,193","14,151","19,721","24,363","24,801","12,739","6,898","1,280",30
281,경상북도 경주시 (4713000000),"255,402","16,942","22,060","27,997","26,584","37,811","47,073","38,847","23,967","12,457","1,576",88,"127,928","127,928","8,642","11,540","15,856","14,084","19,807","24,268","19,000","10,512","3,877",322,20,"127,474","127,474","8,300","10,520","12,141","12,500","18,004","22,805","19,847","13,455","8,580","1,254",68,"253,502","16,196","20,836","26,921","25,460","36,687","46,852","41,169","24,523","13,012","1,754",92,"126,911","126,911","8,296","10,892","15,192","13,588","19,117","24,216","20,281","10,872","4,094",341,22,"126,591","126,591","7,900","9,944","11,729","11,872","17,570","22,636","20,888","13,651","8,918","1,413",70,"251,889","15,375","20,189","25,692","24,522","35,744","46,590","43,321","25,011","13,521","1,875",49,"126,024","126,024","7,861","10,505","14,500","13,120","18,599","24,106","21,458","11,190","4,317",364,4.0,"125,865","125,865","7,514","9,684","11,192","11,402","17,145","22,484","21,863","13,821","9,204","1,511",45,"249,607","14,375","19,958","23,927","23,745","34,699","46,206","44,920","25,278","14,455","2,001",43,"124,909","124,909","7,394","10,363","13,503","12,696","18,038","23,900","22,458","11,399","4,716",437,5.0,"124,698","124,698","6,981","9,595","10,424","11,049","16,661","22,306","22,462","13,879","9,739","1,564",38,"247,489","13,413","19,526","22,860","23,061","33,201","46,090","46,057","26,218","14,827","2,186",50,"123,906","123,906","6,882","10,151","12,878","12,410","17,397","23,702","23,156","11,957","4,905",461,7.0,"123,583","123,583","6,531","9,375","9,982","10,651","15,804","22,388","22,901","14,261","9,922","1,725",43,"244,769","12,335","19,096","21,368","22,902","31,353","45,805","46,881","27,553","15,002","2,420",54,"122,608","122,608","6,333","9,906","12,087","12,482","16,374","23,552","23,583","12,750","5,025",508,8.0,"122,161","122,161","6,002","9,190","9,281","10,420","14,979","22,253","23,298","14,803","9,977","1,912",46
282,경상북도 김천시 (4715000000),"141,229","10,992","12,238","15,142","15,969","19,668","24,045","20,927","13,358","7,795","1,043",52,"70,743","70,743","5,659","6,529","8,433","8,454","10,408","12,501","10,281","5,674","2,569",225,10,"70,486","70,486","5,333","5,709","6,709","7,515","9,260","11,544","10,646","7,684","5,226",818,42,"140,548","10,437","12,245","14,620","15,142","19,401","23,907","22,012","13,435","8,114","1,182",53,"70,525","70,525","5,416","6,594","8,213","8,003","10,231","12,483","10,809","5,846","2,663",256,11,"70,023","70,023","5,021","5,651","6,407","7,139","9,170","11,424","11,203","7,589","5,451",926,42,"140,239","9,980","12,209","14,146","14,498","19,216","23,564","23,391","13,488","8,449","1,265",33,"70,305","70,305","5,145","6,630","7,900","7,608","10,107","12,303","11,576","5,969","2,782",283,2.0,"69,934","69,934","4,835","5,579","6,246","6,890","9,109","11,261","11,815","7,519","5,667",982,31,"139,324","9,358","12,281","13,284","14,095","19,001","23,274","24,026","13,878","8,780","1,311",36,"69,900","69,900","4,841","6,632","7,521","7,374","9,907","12,180","11,970","6,284","2,888",297,6.0,"69,424","69,424","4,517","5,649","5,763","6,721","9,094","11,094","12,056","7,594","5,892","1,014",30,"137,515","8,635","12,176","12,473","13,607","18,464","22,980","24,452","14,342","8,902","1,441",43,"69,082","69,082","4,464","6,586","7,034","7,249","9,654","11,946","12,306","6,583","2,930",325,5.0,"68,433","68,433","4,171","5,590","5,439","6,358","8,810","11,034","12,146","7,759","5,972","1,116",38,"135,446","7,910","12,009","11,564","13,342","17,696","22,719","24,756","14,945","8,879","1,593",33,"68,101","68,101","4,108","6,501","6,507","7,209","9,263","11,717","12,544","6,945","2,954",348,5.0,"67,345","67,345","3,802","5,508","5,057","6,133","8,433","11,002","12,212","8,000","5,925","1,245",28
283,경상북도 안동시 (4717000000),"160,052","11,208","14,193","17,030","16,155","22,829","27,107","24,285","16,634","9,207","1,340",64,"79,239","79,239","5,900","7,426","9,369","8,310","11,914","13,763","11,774","7,332","3,134",303,14,"80,813","80,813","5,308","6,767","7,661","7,845","10,915","13,344","12,511","9,302","6,073","1,037",50,"158,907","10,643","13,736","16,790","15,481","22,332","26,500","25,641","16,626","9,644","1,452",62,"78,661","78,661","5,582","7,187","9,194","8,021","11,617","13,575","12,394","7,430","3,341",306,14,"80,246","80,246","5,061","6,549","7,596","7,460","10,715","12,925","13,247","9,196","6,303","1,146",48,"156,972","9,970","13,343","16,268","14,980","21,625","25,727","26,818","16,671","10,016","1,513",41,"77,590","77,590","5,192","6,983","8,833","7,860","11,129","13,264","13,040","7,496","3,470",313,10.0,"79,382","79,382","4,778","6,360","7,435","7,120","10,496","12,463","13,778","9,175","6,546","1,200",31,"154,610","9,186","13,211","15,453","14,286","21,059","25,388","27,091","16,703","10,615","1,585",33,"76,447","76,447","4,744","6,939","8,393","7,567","10,766","13,172","13,250","7,555","3,724",332,5.0,"78,163","78,163","4,442","6,272","7,060","6,719","10,293","12,216","13,841","9,148","6,891","1,253",28,"152,935","8,460","12,906","14,966","13,941","20,258","25,529","27,189","17,124","10,850","1,677",35,"75,538","75,538","4,372","6,802","8,059","7,405","10,299","13,291","13,444","7,720","3,787",355,4.0,"77,397","77,397","4,088","6,104","6,907","6,536","9,959","12,238","13,745","9,404","7,063","1,322",31,"153,159","7,862","13,001","15,541","13,942","19,400","25,434","27,561","17,654","10,896","1,833",35,"75,871","75,871","4,075","6,837","8,427","7,523","9,800","13,249","13,716","8,068","3,779",393,4.0,"77,288","77,288","3,787","6,164","7,114","6,419","9,600","12,185","13,845","9,586","7,117","1,440",31
284,경상북도 구미시 (4719000000),"419,742","43,510","46,848","58,590","68,344","73,569","68,769","35,811","15,466","7,687","1,101",47,"215,208","215,208","22,462","24,471","32,148","36,290","37,052","35,256","18,270","6,707","2,343",202,7,"204,534","204,534","21,048","22,377","26,442","32,054","36,517","33,513","17,541","8,759","5,344",899,40,"416,328","41,366","44,917","56,651","65,718","73,143","69,803","39,469","16,035","8,019","1,155",52,"213,720","213,720","21,312","23,407","31,393","35,035","36,976","35,613","20,233","7,033","2,503",208,7,"202,608","202,608","20,054","21,510","25,258","30,683","36,167","34,190","19,236","9,002","5,516",947,45,"412,581","38,692","44,170","54,463","62,965","72,728","70,065","43,315","16,494","8,411","1,248",30,"212,021","212,021","19,886","22,962","30,590","33,673","36,717","35,701","22,246","7,360","2,647",237,2.0,"200,560","200,560","18,806","21,208","23,873","29,292","36,011","34,364","21,069","9,134","5,764","1,011",28,"408,110","35,389","44,256","51,732","60,328","72,191","70,291","46,266","17,360","8,967","1,294",36,"209,909","209,909","18,222","23,023","29,305","32,307","36,551","35,657","23,810","7,915","2,867",252,0.0,"198,201","198,201","17,167","21,233","22,427","28,021","35,640","34,634","22,456","9,445","6,100","1,042",36,"405,506","32,574","43,706","49,373","58,854","71,465","71,204","49,085","18,473","9,337","1,394",41,"209,131","209,131","16,682","22,719","28,537","31,770","36,364","35,901","25,319","8,561","3,002",274,2.0,"196,375","196,375","15,892","20,987","20,836","27,084","35,101","35,303","23,766","9,912","6,335","1,120",39,"404,820","30,173","43,884","46,816","58,341","70,586","71,761","52,077","20,050","9,520","1,568",44,"209,069","209,069","15,452","22,839","27,386","31,687","36,083","35,895","26,897","9,400","3,107",320,3.0,"195,751","195,751","14,721","21,045","19,430","26,654","34,503","35,866","25,180","10,650","6,413","1,248",41
285,경상북도 영주시 (4721000000),"105,067","6,595","9,374","10,083","9,181","14,370","18,439","17,702","11,746","6,588",939,50,"52,060","52,060","3,415","4,916","5,875","4,901","7,450","9,356","8,472","5,184","2,273",206,12,"53,007","53,007","3,180","4,458","4,208","4,280","6,920","9,083","9,230","6,562","4,315",733,38,"103,119","6,100","8,883","9,629","8,488","13,901","17,941","18,377","11,868","6,856","1,016",60,"51,070","51,070","3,153","4,624","5,672","4,511","7,208","9,139","8,804","5,338","2,392",218,11,"52,049","52,049","2,947","4,259","3,957","3,977","6,693","8,802","9,573","6,530","4,464",798,49,"101,942","5,742","8,608","9,477","8,121","13,410","17,337","19,200","11,785","7,112","1,101",49,"50,591","50,591","2,996","4,493","5,514","4,369","6,889","8,966","9,254","5,331","2,528",244,7.0,"51,351","51,351","2,746","4,115","3,963","3,752","6,521","8,371","9,946","6,454","4,584",857,42,"100,749","5,301","8,535","9,034","7,822","13,005","17,084","19,315","12,011","7,480","1,124",38,"49,920","49,920","2,741","4,448","5,192","4,254","6,660","8,877","9,382","5,456","2,656",247,7.0,"50,829","50,829","2,560","4,087","3,842","3,568","6,345","8,207","9,933","6,555","4,824",877,31,"100,199","4,901","8,784","8,941","7,577","12,347","17,184","19,221","12,323","7,708","1,181",32,"49,730","49,730","2,544","4,652","5,116","4,179","6,304","8,918","9,395","5,600","2,756",260,6.0,"50,469","50,469","2,357","4,132","3,825","3,398","6,043","8,266","9,826","6,723","4,952",921,26,"98,870","4,473","8,675","8,560","7,406","11,626","16,985","19,145","12,871","7,805","1,293",31,"49,141","49,141","2,308","4,672","4,889","4,103","5,912","8,856","9,412","5,884","2,798",304,3.0,"49,729","49,729","2,165","4,003","3,671","3,303","5,714","8,129","9,733","6,987","5,007",989,28
286,경상북도 영천시 (4723000000),"102,470","5,915","6,987","10,700","9,780","13,059","18,497","17,842","12,262","6,673",713,42,"52,100","52,100","3,008","3,795","6,355","5,338","7,143","9,750","8,949","5,380","2,207",160,15,"50,370","50,370","2,907","3,192","4,345","4,442","5,916","8,747","8,893","6,882","4,466",553,27,"102,015","5,699","6,692","10,151","9,440","12,658","18,310","18,724","12,538","6,966",794,43,"51,812","51,812","2,888","3,593","5,995","5,167","6,950","9,795","9,352","5,597","2,269",192,14,"50,203","50,203","2,811","3,099","4,156","4,273","5,708","8,515","9,372","6,941","4,697",602,29,"101,888","5,527","6,547","9,646","9,149","12,245","18,106","19,721","12,741","7,291",894,21,"51,737","51,737","2,811","3,490","5,668","4,955","6,730","9,695","9,974","5,805","2,396",208,5.0,"50,151","50,151","2,716","3,057","3,978","4,194","5,515","8,411","9,747","6,936","4,895",686,16,"101,088","5,306","6,475","8,784","8,968","11,930","17,862","20,157","12,824","7,757","1,008",17,"51,406","51,406","2,711","3,428","5,188","4,876","6,563","9,601","10,309","5,920","2,581",228,1.0,"49,682","49,682","2,595","3,047","3,596","4,092","5,367","8,261","9,848","6,904","5,176",780,16,"100,212","4,975","6,291","8,239","8,640","11,548","17,716","20,593","13,196","7,900","1,099",15,"51,137","51,137","2,538","3,303","4,939","4,723","6,398","9,544","10,631","6,185","2,631",244,1.0,"49,075","49,075","2,437","2,988","3,300","3,917","5,150","8,172","9,962","7,011","5,269",855,14,"98,143","4,603","6,126","7,502","8,197","10,903","17,185","20,944","13,576","7,899","1,192",16,"50,226","50,226","2,334","3,224","4,516","4,489","6,074","9,287","10,883","6,487","2,663",268,1.0,"47,917","47,917","2,269","2,902","2,986","3,708","4,829","7,898","10,061","7,089","5,236",924,15
